step,smiles,weight,DockScore,raw_DockScore,agent_likelihood,prior_likelihood,augmented_likelihood
998.0,O=C(Nc1ccc2ccsc2c1)Nc1ccc2oc(-c3cccnc3)nc2c1,0.688156247138977,0.68815625,-10.55,-18.571209,-43.195686,-1.9063115119934082
998.0,O=C(Nc1ccc2[nH]nnc2c1)N1CCN(c2nc3ccccc3o2)CC1,0.9110926985740662,0.9110927,-11.617,-8.053007,-33.39285,21.27271294593811
998.0,NNC(=O)c1ccc(-n2ncc3cc(-c4cccc(F)c4)cnc32)cc1N,0.8413003087043762,0.8413003,-11.159,-13.109723,-34.24646,16.231558561325073
998.0,CNC(=O)N1CCN(C(=O)c2ccc(-c3ccc4cccnc4n3)cc2)CC1,0.8338619470596313,0.83386195,-11.121,-13.553643,-35.68093,14.350785732269287
998.0,O=C(Nc1ccc2[nH]ncc2c1)c1coc(-c2ccc3ccccc3c2)n1,0.8393694758415222,0.8393695,-11.149,-12.742485,-29.925924,20.436244249343872
998.0,O=C(NC1CC=CCC1)N1CCN(c2cnc3[nH]ncc3c2)CC1,0.22711260616779327,0.2271126,-9.149,-18.416496,-27.042963,-13.416206657886505
998.0,NNC(=O)c1ccc2ccc(N3CCN(c4ccccc4)CC3)cc2c1,0.6664593815803528,0.6664594,-10.481,-11.655454,-29.547876,10.43968653678894
998.0,NNC(=O)C1CCN(c2cnc3nc(-c4cccnc4)ccc3c2)CC1,0.6168849468231201,0.61688495,-10.331,-16.465199,-28.64864,8.364457130432129
998.0,O=C(NCc1ccc(-n2cnc3ccccc32)nc1)c1ccc2cc[nH]c2n1,0.7282564043998718,0.7282564,-10.685,-12.842575,-25.948526,17.74685788154602
998.0,OC=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1cnc2nc3c(cc2c1)CCCC3,0.8322608470916748,0.83226085,-11.113,-14.332566,-43.560913,6.374737739562988
998.0,NNC(=O)c1cc(-c2cnc(-c3ccc4ccccc4n3)[nH]2)ccc1,0.6535431146621704,0.6535431,-10.441,-16.061922,-40.576923,-1.3643364906311035
998.0,OC=C(Nc1cnc2ccccc2c1)c1ccc2nc(-c3ccccc3)oc2c1,0.7922230362892151,0.79222304,-10.93,-13.135844,-29.680742,17.85263991355896
998.0,O=C(Nc1ccc2[nH]nnc2c1)c1cc(-c2ccc3[nH]cnc3c2)n[nH]1,0.8267661929130554,0.8267662,-11.086,-11.200215,-33.624176,15.9817955493927
998.0,OCC(=O)c1cc(-c2cnc3cc(-c4ccc[nH]4)[nH]c3c2)co1,0.29362133145332336,0.29362133,-9.39,-27.84373,-53.858757,-36.24147713184357
998.0,OC=C(Nc1ccc2[nH]ncc2c1)c1cc(-c2ccc3c(c2)OCO3)n[nH]1,0.5914233922958374,0.5914234,-10.257,-11.674596,-23.652603,11.832800388336182
998.0,O=C(Nc1ccc2[nH]nnc2c1)c1cccc(-c2n[nH]c(=O)[nH]2)c1F,0.7544540166854858,0.754454,-10.78,-21.065306,-35.903595,9.363646030426025
998.0,NNC(=O)N1CCN(c2ccc(-c3ccc4[nH]ncc4c3)cn2)CC1,0.717883288860321,0.7178833,-10.649,-11.813365,-35.644577,7.428420305252075
998.0,O=C(Cc1cnc2[nH]ccc2c1)c1ccc(-c2ccc3cc[nH]c3c2)[nH]1,0.7048840522766113,0.70488405,-10.605,-18.425545,-44.120926,-1.8278827667236328
998.0,NNC(=O)c1coc(CN2CCN(c3ccc4c(c3)OCC4)C2=O)n1,0.5619222521781921,0.56192225,-10.173,-19.594486,-41.114727,-7.3993918895721436
998.0,O=C(c1ccc2ccccc2c1)N1CCN(c2nc3ccccc3o2)CC1,0.874975323677063,0.8749753,-11.352,-10.926837,-18.948578,33.549941539764404
998.0,O=C(Nc1nnc2ccccc2n1)c1ccc2c(c1)OCc1ccccc1O2,5.623410288535524e-07,5.6234103e-07,0.0,-18.407572,-39.53683,-39.53679716163788
998.0,NNC(=O)c1ccc(-c2ccc(-c3nc4ccccc4o3)nc2)c(F)c1,0.7708601355552673,0.77086014,-10.843,-12.954126,-36.85723,9.394376993179321
998.0,NOC(=O)c1ccc(-c2cc(-c3ccc4cn[nH]c4c3)[nH]n2)cc1,0.6045688986778259,0.6045689,-10.295,-18.54563,-28.636507,7.637626886367798
998.0,NNC(=O)c1cnc(N2CCN(c3nc4ccccc4o3)CC2)c(N)c1,0.6189236044883728,0.6189236,-10.337,-9.283205,-24.873495,12.261921167373657
998.0,NNC(=O)N1CCC(c2ccc(Nc3ccc4cccc(O)c4c3)[nH]2)CC1,0.713490903377533,0.7134909,-10.634,-23.366293,-54.97629,-12.166837453842163
998.0,O=C(NC1Cc2ccccc2C1)N1CCC(c2nc3ccccc3[nH]2)CC1,0.4124073386192322,0.41240734,-9.754,-14.167467,-17.833109,6.911331415176392
998.0,O=C(Nc1ncccc1O)c1ccc2ccc(-n3cnnn3)cc2n1,0.7096512317657471,0.70965123,-10.621,-18.736284,-33.000107,9.578967094421387
998.0,O=C(Nc1cc(-n2cnnn2)ccc1F)c1ccc2[nH]c(=O)[nH]c2c1,0.7105399966239929,0.71054,-10.624,-12.471842,-23.46438,19.16801953315735
998.0,O=C(Nc1ccn(-c2ccc3ccccc3n2)n1)c1ccc2c(c1)OCO2,0.8397571444511414,0.83975714,-11.151,-10.802685,-28.687584,21.697844743728638
998.0,NNS(=O)(=O)N1CCN(C(=O)Nc2ccc3[nH]c(=O)[nH]c3c2)CC1,0.49604251980781555,0.49604252,-9.989,-15.592095,-24.266872,5.495678782463074
998.0,O=C(c1noc(-c2ccc3cc(F)ccc3n2)n1)N1Cc2ccccc2C1,0.791036069393158,0.79103607,-10.925,-16.199091,-46.62807,0.8340933322906494
998.0,O=C(Nc1nc2ccccc2o1)c1ccc(-c2nc3ccccc3[nH]2)cc1,0.7075712084770203,0.7075712,-10.614,-11.458154,-21.513,20.941272020339966
998.0,O=C(Nc1nc2cc3c(cc2s1)CCCC3)c1cc2ccccc2[nH]1,0.6226502060890198,0.6226502,-10.348,-11.797227,-27.516685,9.842326879501343
998.0,NNC(=O)c1ccc(-c2ccc3cc(-c4ccccc4F)[nH]c3c2F)[nH]1,0.6554955840110779,0.6554956,-10.447,-18.148474,-39.88971,-0.5599744319915771
998.0,NNC(=O)c1ccc2cc(C(=O)Nc3nc4ccc(F)cc4o3)ccc2c1,0.87513267993927,0.8751327,-11.353,-11.959915,-38.55624,13.951720714569092
998.0,O=C(NCc1ccc2ccccc2c1)c1ccc2nc(-c3ccco3)oc2c1,0.7392202615737915,0.73922026,-10.724,-13.239149,-28.917189,15.43602705001831
998.0,NNC(=O)C1CN(Cc2ccc(-c3ccc4[nH]cnc4c3)cc2)CCO1,0.5477050542831421,0.54770505,-10.133,-14.822936,-26.16567,6.6966328620910645
998.0,O=C(Nc1ccc2oc(=O)[nH]c2c1)c1ccc2c(c1)C(=O)c1ccccc1O2,0.8912901282310486,0.8912901,-11.462,-11.298772,-27.111767,26.365640878677368
998.0,O=C(c1coc(=O)c(-c2ccc(-c3cccc(F)c3)cc2)c1)N1CCCC1,0.6878473162651062,0.6878473,-10.549,-25.062704,-47.56615,-6.295311689376831
998.0,NNC(=O)c1cccc(-c2ccc(-c3ccc4ccccc4n3)cc2F)n1,0.8261469602584839,0.82614696,-11.083,-11.847475,-30.720669,18.848148822784424
998.0,CNC(=O)c1ccc(-c2nc(-c3nc4ccc(F)cc4o3)no2)o1,0.41345393657684326,0.41345394,-9.757,-18.325798,-36.068752,-11.261516094207764
998.0,NNC(=O)C1CCN(C(=O)c2cnc(-c3ccncc3)nc2)CC1,0.47124943137168884,0.47124943,-9.92,-16.240225,-15.861524,12.413442254066467
998.0,NNC(=O)c1cncc(COc2ccc(-c3cn(-c4ccccc4)nn3)cc2)c1,0.6233262419700623,0.62332624,-10.35,-18.248442,-42.88838,-5.4888036251068115
998.0,O=C(NCC(=O)Cc1c[nH]c2ccccc12)c1ccc2c(c1)OCCCO2,0.6240017414093018,0.62400174,-10.352,-24.223572,-34.493378,2.9467267990112305
998.0,O=C(Nc1ccc2[nH]c(=O)oc2c1)c1nc(-c2ccc3cn[nH]c3c2)no1,0.8409156799316406,0.8409157,-11.157,-11.601664,-32.789845,17.665096282958984
998.0,O=C(Nc1nnc(-c2ccc3c(c2)OCO3)o1)c1ccc2[nH]cnc2c1,0.8352528214454651,0.8352528,-11.128,-10.0213785,-22.025393,28.089776754379272
998.0,O=C(Nc1ccc2[nH]ncc2c1)c1ccc2nc(-c3ccc(F)cc3)[nH]c2c1,0.8597584962844849,0.8597585,-11.26,-13.656437,-24.417221,27.168288707733154
998.0,O=C(Nc1ccc2oc(=O)oc2c1)N1CCN(c2cccnc2)CC1,0.6124538779258728,0.6124539,-10.318,-13.525587,-25.841072,10.906160593032837
998.0,O=C(c1cnc2cc3ccccc3nc2c1O)N1CCc2[nH]ncc2C1,0.8462324738502502,0.8462325,-11.185,-15.900282,-29.25153,21.5224187374115
998.0,O=C(Nc1cc2cc(F)ccc2o1)c1cc(-c2ccc3nnnn3n2)n[nH]1,0.8044984340667725,0.80449843,-10.983,-17.091438,-49.431408,-1.1615018844604492
998.0,NNC(=O)c1cc2cc(NC(=O)N3CCc4onnc4C3)ccc2nc1N,0.9308925867080688,0.9308926,-11.807,-17.687035,-50.036335,5.817220211029053
998.0,OC=C(Nc1ccc2c(c1)oc1ccccc12)c1ccc2c(c1)OCCCO2,0.9016982316970825,0.90169823,-11.54,-10.128066,-31.629498,22.47239637374878
998.0,O=C(Nc1ccc2c(c1)OCCO2)c1ccc2cc(Cc3ccncc3)cnc2c1,0.775152862071991,0.77515286,-10.86,-19.706459,-52.232067,-5.722895383834839
998.0,O=C(Nc1ccc2nc(-c3cnccn3)oc2c1)c1ccc2nonc2c1,0.8493890166282654,0.849389,-11.202,-11.789013,-35.59733,15.366012811660767
998.0,O=C(C1Cc2ccccc2O1)N1CCN(c2ccc3nc[nH]c3c2)CC1,0.7626245617866516,0.76262456,-10.811,-12.145101,-35.2152,10.542275190353394
998.0,NNC(=O)c1ccc(-c2nc(-c3ccc4[nH]c(=O)[nH]c4c3)no2)cc1O,0.799239993095398,0.79924,-10.96,-11.516719,-30.828964,17.12543535232544
998.0,O=C(Oc1ccc2[nH]c(-c3ccc(F)cc3)nc2c1)c1ccc2cc[nH]c2n1,0.7485417127609253,0.7485417,-10.758,-15.872216,-35.042355,9.870148181915283
998.0,O=C(Nc1ccc2ccccc2c1)c1cn(-c2ccc3[nH]c(=O)[nH]c3c2)cn1,0.8508559465408325,0.85085595,-11.21,-15.964774,-40.19998,10.851375102996826
998.0,O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1cc(-c2ccccc2O)n[nH]1,0.753653347492218,0.75365335,-10.777,-14.626756,-23.112741,22.106459379196167
998.0,O=C(Nc1nc2cc3c(cc2o1)CCCC3)c1ccc2ncoc2c1,0.834856390953064,0.8348564,-11.126,-15.698112,-40.669125,9.422258853912354
998.0,O=C(Nc1nnc(N2CCCCC2)s1)N1CCN(c2ncccn2)CC1,0.8471664190292358,0.8471664,-11.19,-17.02488,-26.890697,23.939287662506104
998.0,NCc1cc(N2CCN(c3ccc4nnnn4n3)CC2)ncn1,0.08054361492395401,0.080543615,-8.308,-12.371112,-17.185421,-12.352804094552994
998.0,NNC(=O)c1ccc(C#CCNC(=O)c2ccc3c(c2)OCCCO3)cc1,0.47591346502304077,0.47591347,-9.933,-15.74739,-18.759735,9.795072793960571
998.0,NNC(=O)c1ccccc1Cc1nc(-c2ccc3cc(F)ccc3c2)no1,0.5962827801704407,0.5962828,-10.271,-20.18586,-31.111296,4.665671110153198
