step,smiles,weight,DockScore,raw_DockScore,agent_likelihood,prior_likelihood,augmented_likelihood
999.0,O=C(Cc1ccc2c(c1)CCCCC2)N1CCN(c2ccc3cn[nH]c3n2)CC1,0.8484662175178528,0.8484662,-11.197,-14.886262,-51.041767,-0.13379406929016113
999.0,O=C(Nc1ccc2[nH]c(=O)[nH]c2c1)c1ccc2nc(-c3ccon3)oc2c1,0.850123941898346,0.85012394,-11.206,-11.157619,-40.11507,10.892366170883179
999.0,O=C(c1ccc2nc3ccc(Cl)cc3nc2c1)N1CCc2nonc2C1,0.883676290512085,0.8836763,-11.409,-16.98728,-43.163616,9.856961250305176
999.0,NOC(=O)c1cccc(-c2ccc(-c3ccc(-n4cnnn4)nc3)cc2)c1,0.6699690222740173,0.669969,-10.492,-18.052155,-37.376938,2.8212034702301025
999.0,O=C(c1ccc(-n2cnc3ccccc32)cc1)c1[nH]nc2c1CCC2,0.5893352627754211,0.58933526,-10.251,-17.708519,-24.281528,11.078587293624878
999.0,O=C(c1ccc2ccccc2c1)N1CCN(c2ccc3nnnn3n2)CC1,0.4423333406448364,0.44233334,-9.839,-9.948575,-18.571117,7.968883037567139
999.0,O=C(Nc1ccc2[nH]ncc2c1)c1ccc(-c2nc3ccccc3[nH]2)cc1,0.8466066122055054,0.8466066,-11.187,-9.5339985,-24.980152,25.81624460220337
999.0,OC=C(C1COc2ccc3ccccc3c2O1)N1CCc2ccccc2C1,0.7623639106750488,0.7623639,-10.81,-16.46561,-30.448866,15.29296875
999.0,NNC(=O)c1nc2ccc(NC(=O)c3ccc4c(c3)OCO4)cc2cc1O,0.8187932968139648,0.8187933,-11.048,-15.648316,-30.772303,18.355295181274414
999.0,NOC(=O)c1cc(-c2ccc3c(c2)nc2nc(-c4ccon4)nn32)co1,5.623410288535524e-07,5.6234103e-07,0.0,-24.725948,-51.211937,-51.21190321022186
999.0,O=C(Nc1ccc2nc[nH]c2c1)c1cnc(-c2ccc3c(c2)OCO3)o1,0.7078688740730286,0.7078689,-10.615,-13.03106,-25.769188,16.70294451713562
999.0,O=C(NCc1ccc2[nH]cnc2c1)c1[nH]c2c(c1Cl)CCCC2,0.3121526837348938,0.31215268,-9.451,-21.816393,-35.59629,-16.86712956428528
999.0,NNC(=O)Nc1ccc(-c2nnc(-c3nnc4ccccc4n3)o2)cc1,0.8253186345100403,0.82531863,-11.079,-16.659887,-34.16979,15.349329710006714
999.0,O=C(Nc1ncnc2[nH]cnc12)c1cc(-c2ccc3c(c2)OCCO3)on1,0.8503072261810303,0.8503072,-11.207,-16.144003,-30.659067,20.359366416931152
999.0,O=C(Nc1ccc2c[nH]nc2c1)c1ccc2nc(-c3cccc(F)c3)oc2c1,0.8170788288116455,0.8170788,-11.04,-14.665934,-34.558445,14.46628475189209
999.0,OC=C(Nc1ccc2cc(-c3ccc(O)cc3F)oc2c1)c1ccc[nH]1,0.5966292023658752,0.5966292,-10.272,-19.312727,-36.59505,-0.7972986698150635
999.0,NNC(=O)N1CCN(C(=O)c2ccn(-c3ccc4ccccc4c3)n2)CC1,0.2806617021560669,0.2806617,-9.346,-10.874453,-28.387035,-11.547333240509033
999.0,NNC(=O)c1ccc(-c2noc(-c3[nH]c4ccccc4c3Cl)n2)nc1,0.6212967038154602,0.6212967,-10.344,-17.00973,-26.689344,10.588457822799683
999.0,O=C(Nc1cnc2[nH]ncc2c1)c1ccc(-c2ccc3cn[nH]c3c2)o1,0.745550274848938,0.7455503,-10.747,-13.026688,-32.352917,12.380099773406982
999.0,NNC(=O)C1CCN(c2ccc3[nH]c4ccccc4c3c2)CC1,0.7018815875053406,0.7018816,-10.595,-15.859484,-23.842365,18.270529985427856
999.0,O=C(Nc1ccc2[nH]ncc2c1)c1cc(-c2cc3ccccc3o2)nnc1N,0.7167159914970398,0.716716,-10.645,-16.506256,-49.244965,-6.242005109786987
999.0,NOC(=O)N1CCC(c2ccc(-c3nc4ccccc4cc3O)cc2O)CC1,0.715838611125946,0.7158386,-10.642,-20.175491,-52.460354,-9.510037183761597
999.0,O=C(Nc1ccc2cc3c(cc2c1)OCCCCO3)c1ccc2nonc2c1,0.9493115544319153,0.94931155,-12.036,-11.102162,-50.90122,6.057474851608276
999.0,O=C(Nc1nnc(-c2ccc(F)cc2)o1)c1ccc2c(c1)CCCC(=O)N2,0.7999318242073059,0.7999318,-10.963,-17.621523,-29.599174,18.396734952926636
999.0,O=C(NCc1ccc(-c2ccc3nonc3c2)cc1)c1ccc2[nH]cnc2c1,0.805627703666687,0.8056277,-10.988,-14.089538,-33.973034,14.364628314971924
999.0,O=C(NCc1cccc2ccoc12)c1ccc(-n2nnc3ccccc32)o1,0.13868707418441772,0.13868707,-8.731,-19.470129,-34.268227,-25.947002172470093
999.0,NNC(=O)Nc1cccc(NC(=O)c2ccc3cc(-n4cnnn4)ccc3n2)c1,0.8336624503135681,0.83366245,-11.12,-15.626267,-39.977367,10.04237961769104
999.0,O=C(Cc1n[nH]c(-c2ccc3nc[nH]c3c2)n1)N1CCc2ccccc2C1,0.8413003087043762,0.8413003,-11.159,-12.452007,-27.797806,22.68021273612976
999.0,NNC(=O)c1cc(-c2cnc3nc(-c4ccc(F)cc4F)[nH]c3c2)n[nH]1,0.7341957688331604,0.73419577,-10.706,-14.189803,-37.15886,6.8928868770599365
