step,smiles,weight,DockScore,raw_DockScore,agent_likelihood,prior_likelihood,augmented_likelihood
672.0,CNC(=O)c1ccc(-n2ccc(-c3cc4c(F)cccc4[nH]c3=O)c2=O)cc1,5.623410288535524e-07,5.6234103e-07,0.0,-15.7954445,-43.46123,-43.46119749122772
672.0,O=C(Nc1cccnc1)c1cnc(-c2ccc3[nH]c(=O)[nH]c3c2)cn1,0.543423593044281,0.5434236,-10.121,-15.312504,-37.70831,-5.102893590927124
672.0,O=C(Cc1cccc(O)c1)N1CCC(Oc2cnc3ccccc3c2)CC1,0.633407711982727,0.6334077,-10.38,-17.153086,-27.000414,11.004048824310303
672.0,O=C(Nc1cnc2ccccc2c1)c1ccc2[nH]c(-c3ccccc3)nc2c1,0.7654783725738525,0.7654784,-10.822,-10.016131,-24.957113,20.97158908843994
672.0,O=C(c1c[nH]c2ccccc12)c1csc(-c2ccc3ccccc3n2)n1,0.7397747039794922,0.7397747,-10.726,-16.423676,-34.732338,9.654144287109375
672.0,OC=C(Nc1ccc2oc(=O)[nH]c2c1)c1ccc2[nH]c(=O)cc2c1,5.623410288535524e-07,5.6234103e-07,0.0,-12.407282,-30.4009,-30.40086614662323
672.0,O=C(Nc1ccc2c(c1)C(=O)c1ccccc1O2)c1ccc2[nH]cnc2c1,0.8368309736251831,0.836831,-11.136,-10.903824,-25.620476,24.589382648468018
672.0,O=C(Nc1ccc(-c2ccc3cccnc3c2)cc1)c1ccc(F)cc1F,0.6715580821037292,0.6715581,-10.497,-13.270444,-38.06037,2.2331135272979736
672.0,O=C(Nc1cnc2cnccc2c1)c1ccc2c(c1)CCc1cn[nH]c1-2,0.8441612720489502,0.8441613,-11.174,-19.83588,-36.995476,13.654200553894043
672.0,NNc1ccc(-c2cccc(-c3ccc4ccccc4n3)c2)cn1,0.4505130648612976,0.45051306,-9.862,-15.03495,-30.156591,-3.125807523727417
672.0,O=C(NCN1CCCCC1)c1cc(-c2ccc3ccccc3n2)on1,0.3454799950122833,0.34548,-9.556,-23.964521,-35.141228,-14.41242802143097
672.0,O=C(Cc1cn(-c2ccc3c(c2)OCCO3)c2ccccc12)N1CCOCC1,0.45693349838256836,0.4569335,-9.88,-20.158245,-40.869503,-13.453493118286133
672.0,O=C(Nc1cccc2ccccc12)c1ccc2[nH]ncc2c1,0.2655234634876251,0.26552346,-9.293,-15.534726,-17.357964,-1.4265557527542114
672.0,O=C(Nc1ccc2[nH]c(=O)oc2c1)c1cnc2ccc3ccccc3c2c1,0.6838163137435913,0.6838163,-10.536,-13.487231,-30.315203,10.713776111602783
672.0,NNC(=O)N1CCC(N2CCN(c3ccc4ccccc4c3)CC2)CC1,0.8340612053871155,0.8340612,-11.122,-9.426224,-25.022968,25.0207040309906
672.0,O=C(Nc1ccc(-c2nc3cccnc3o2)cc1)c1ccc2[nH]c(=O)[nH]c2c1,0.9042201638221741,0.90422016,-11.56,-10.033047,-27.642431,26.61077857017517
672.0,NNC(=O)c1ccc(-c2ccc3nc(-c4ccccc4F)nnc3c2)cc1,0.8181518316268921,0.81815183,-11.045,-15.699017,-35.8292,13.25990915298462
672.0,O=C(CCn1c(=O)oc2cc(F)ccc21)N1CCc2ccccc2C1,0.3926820755004883,0.39268208,-9.697,-16.284872,-32.239235,-8.67831039428711
672.0,NNC(=O)Nc1ccc(N2CCN(c3ncc4cccc(F)c4n3)CC2)nc1,0.7816070914268494,0.7816071,-10.886,-20.183794,-41.69124,5.205187082290649
672.0,O=C(Nc1ccc2[nH]c(-c3ccc4ccoc4c3)nc2c1)c1cccnc1,0.6330734491348267,0.63307345,-10.379,-14.9278965,-30.919924,7.064483165740967
672.0,NNc1cncc(-c2ccc(-c3ccc4c(c3)OCCO4)cc2)n1,0.5104320645332336,0.51043206,-10.029,-16.35232,-22.562954,8.06296992301941
672.0,O=C(Nc1ccc2nc(-c3ccc(F)c(F)c3F)[nH]c2c1)c1cccnc1F,0.7219457626342773,0.72194576,-10.663,-18.112516,-42.574554,0.7421913146972656
672.0,NNC(=O)c1ccc2nc(-c3cccc(N4CCCCC4=O)c3)cn2c1,0.6287169456481934,0.62871695,-10.366,-14.657108,-26.679296,11.043720245361328
672.0,NNC(=O)c1cnn(-c2ccc(-c3ccc4ccccc4c3)cc2F)c1,0.8523110151290894,0.852311,-11.218,-10.6800375,-32.417675,18.720985889434814
672.0,O=C(Nc1ccc2ccccc2c1)c1nc(-c2ccc(F)cc2)no1,0.5459219217300415,0.5459219,-10.128,-13.84154,-22.725355,10.02996015548706
672.0,NNC(=O)c1cccc(-c2ccc(-c3cnc4ccccc4n3)cn2)c1F,0.7955198884010315,0.7955199,-10.944,-13.435871,-37.19787,10.533324956893921
672.0,O=C(CCc1ccc2c(c1)CCCC2)Nc1ccc2[nH]c(=O)ccc2c1,0.64765465259552,0.64765465,-10.423,-13.075496,-25.985867,12.873412609100342
672.0,O=C(Nc1cccc(-c2nc3ccccc3s2)c1)c1cc2ccccc2[nH]c1=O,0.2509169280529022,0.25091693,-9.24,-17.617054,-54.53178,-39.47676455974579
672.0,O=C(Nc1ccc2[nH]c(-c3ccncc3)nc2c1)c1ccc2cc[nH]c2c1,0.7149595618247986,0.71495956,-10.639,-11.386934,-21.543844,21.353729486465454
