step,smiles,weight,DockScore,raw_DockScore,agent_likelihood,prior_likelihood,augmented_likelihood
119.0,CCc1ccc(C(=O)Nc2nc3c(s2)C(=O)CC(c2ccco2)C3)cc1,0.2503763437271118,0.25037634,-9.238,-14.38612,-32.724773,-17.702192783355713
119.0,CCc1ccc2nc(COC(=O)c3cnc(-c4ccccc4)nc3)cn2c1,0.28975605964660645,0.28975606,-9.377,-17.30785,-19.214705,-1.829340934753418
119.0,CCc1cccc(-c2nc3ccccc3n2CC(=O)N2CCNC(=O)C2)c1,0.05367713421583176,0.053677134,-8.006,-16.667742,-19.320124,-16.099495619535446
119.0,NCC(=O)c1n[nH]c2ccc(-c3cc(C(F)(F)F)c(Cl)c(=O)n2c1N,5.623410288535524e-07,5.6234103e-07,0.0,-33.034252,-56.49482,-56.49478590065155
119.0,NCc1ccc(CN2CCN(c3ccc4nnnn4c3)CC2=O)cc1C,0.6896982789039612,0.6896983,-10.555,-15.354541,-38.813053,2.5688436031341553
119.0,CNC(=O)c1cc(NC(=O)c2cc3cccc(Cl)c3o2)ccn1,0.22585202753543854,0.22585203,-9.144,-16.344063,-21.935686,-8.384564459323883
119.0,O=C(Nc1ccnn1Cc1nc(-c2ccco2)no1)c1c[nH]cc1=O,5.623410288535524e-07,5.6234103e-07,0.0,-30.027287,-37.015663,-37.015629406510925
119.0,NCc1cc(C(=O)N2CCN(C(=O)c3ccc4ccccc4n3)CC2)no1,0.7419849038124084,0.7419849,-10.734,-12.226815,-20.293547,24.225547552108765
119.0,NNc1cc2c(cc1N1CCN(C(=O)c3ccc4c(c3)OCO4)CC1)OCCO2,0.550911545753479,0.55091155,-10.142,-16.740892,-50.948997,-17.894304752349854
119.0,CCOc1ccc(N2CCN(c3nc4ccccc4c(=O)[nH]3)CC2=O)cc1,0.5423521995544434,0.5423522,-10.118,-16.00772,-25.263098,7.278034210205078
119.0,NCc1ccc2c(c1)N(C(=O)c1cc(C(=O)c3ccccc3F)[nH]n1)CCC2,0.18835991621017456,0.18835992,-8.985,-21.515373,-36.948536,-25.64694094657898
119.0,cCc1nc(-c2cccc(NC(=O)N(C)CC3CC3)c2)[nH]c(=O)c1C,5.623410288535524e-07,5.6234103e-07,0.0,-21.245771,-19.185814,-19.185780163346863
119.0,CCc1ccc(-c2cc(-c3ccc4c(c3)OCO4)c(C#N)c(N)n2)nc1,0.051455602049827576,0.051455602,-7.975,-16.84507,-23.882757,-20.795421063899994
119.0,CCC(=O)Nc1cnc(-c2nc3sc4c(c3c(=O)[nH]2)CCC4)c(Cl)c1,0.2918336093425751,0.2918336,-9.384,-29.365772,-36.24573,-18.73571479320526
119.0,CCc1cc(NC(=O)c2ncc(C)c3c(N)cccc23)no1,0.09138595312833786,0.09138595,-8.404,-16.976166,-16.05517,-10.57201287150383
119.0,NCc1noc(CN2CCN(c3nc4ccccc4s3)CC2=O)n1,0.43524572253227234,0.43524572,-9.819,-15.111186,-23.757853,2.3568907976150513
119.0,CCc1ccc(N2CCN(C(=O)NCc3cccc(C#N)c3)CC2=O)cc1,0.3865218758583069,0.38652188,-9.679,-14.625463,-20.38577,2.805541753768921
119.0,CCc1c[nH]c(-c2cc(C(=O)Nc3ccc4c(c3)oc(=O)n4C)n2C)n1,5.623410288535524e-07,5.6234103e-07,0.0,-22.132215,-36.61381,-36.61377775245819
119.0,CCn1cc(NC(=O)N2CCN(c3ccc(F)c(Cl)c3)CC2)cn1,0.251729279756546,0.25172928,-9.243,-15.225432,-18.91121,-3.8074523210525513
119.0,NCc1cccc(CC(=O)N2CCN(Cc3ccc4ccccc4n3)CC2)c1,0.5154655575752258,0.51546556,-10.043,-15.787317,-25.579758,5.348175764083862
119.0,NO=C(Nc1cc(F)cc(N2CCCC2)c1)NC1CCCCNC1=O,5.623410288535524e-07,5.6234103e-07,0.0,-23.115742,-22.261553,-22.261519070207214
119.0,CCc1cc(C(=O)Nc2ccc(-c3nnc4n3CCCC4)cc2)on1,0.2616128623485565,0.26161286,-9.279,-13.630638,-17.190176,-1.4934042692184448
119.0,CCc1cc2c(SCC(=O)Nc3ccc4c(c3)OCO4)ncnc2cn1,0.20099101960659027,0.20099102,-9.041,-15.192955,-31.255487,-19.196026265621185
119.0,NCC(=O)c1ccc(NC(=O)C2(c3cccc(F)c3)CC2)cc1,0.11916399747133255,0.119164,-8.61,-14.940043,-13.191726,-6.041885882616043
119.0,CCn1ccnc1C(=O)Nc1nnc(-c2ccsc2)o1,0.04217324033379555,0.04217324,-7.83,-17.777718,-17.55503,-15.024636402726173
119.0,CCC(=O)c1ccc(C(=O)Nc2ccc3oc(=O)ccc3c2)cc1,0.31030169129371643,0.3103017,-9.445,-15.097861,-17.807863,0.810238242149353
119.0,CCC(=O)Nc1ccc(NC(=O)c2nc(-c3ccccc3)oc2C)cc1,0.2694711983203888,0.2694712,-9.307,-13.470161,-15.528957,0.6393145322799683
119.0,CCOc1ccc(N2CC(NC(=O)Nc3ccc4c(c3)CCO4)CC2=O)cc1,0.3999122679233551,0.39991227,-9.718,-14.595789,-21.744942,2.249794363975525
